f,S
51.3333333333333,7.33647802317554e-05
52,5.499058169816427e-05
52.6666666666666,4.993044532755719e-05
53.3333333333333,7.362087571886056e-05
54,5.757322456079352e-05
54.6666666666666,4.633489426352813e-05
55.3333333333333,6.955902300735115e-05
56,4.457128636819332e-05
56.6666666666666,5.316269291350306e-05
57.3333333333333,5.724934113573674e-05
58,5.444461032810816e-05
58.6666666666666,4.63768929901709e-05
59.3333333333333,6.061995209832212e-05
60,6.9433391483407e-05
60.6666666666666,4.775041233494412e-05
61.3333333333333,5.974782227598808e-05
62,6.557673039622986e-05
62.6666666666666,7.375498062364067e-05
63.3333333333333,5.286933589867257e-05
64,6.744453961737021e-05
64.6666666666666,3.60903033981785e-05
65.3333333333333,5.475810019475274e-05
66,5.456243717082893e-05
66.6666666666666,5.206765703850299e-05
67.3333333333333,5.642015680371127e-05
68,4.87085157830013e-05
68.6666666666666,7.273396781163203e-05
69.3333333333333,5.026505769781983e-05
70,3.430301108848617e-05
70.6666666666666,2.915790598242675e-05
71.3333333333333,4.494146681749038e-05
72,6.314736219842904e-05
72.6666666666666,4.513264031364914e-05
73.3333333333333,5.031302747073947e-05
74,4.335581506337153e-05
74.6666666666666,6.481156680588138e-05
75.3333333333333,4.629956278921741e-05
76,4.024791522695546e-05
76.6666666666666,5.232286160616961e-05
77.3333333333333,5.787334914712878e-05
78,5.897567264005173e-05
78.6666666666666,4.780708846660588e-05
79.3333333333333,6.556733989817752e-05
80,4.562829038431451e-05
80.6666666666666,6.144050552882772e-05
81.3333333333333,5.553548826479683e-05
82,4.110690406894245e-05
82.6666666666666,5.808523555127331e-05
83.3333333333333,4.96119393275663e-05
84,7.148616200354548e-05
84.6666666666666,6.424236696623551e-05
85.3333333333333,5.877915357168753e-05
86,4.453832960306595e-05
86.6666666666666,0.0001007935145218923
87.3333333333333,3.351648885810261e-05
88,6.389106969795707e-05
88.6666666666666,6.454124981799317e-05
89.3333333333333,5.283282399557523e-05
90,4.709969728770309e-05
90.6666666666666,5.112880083398496e-05
91.3333333333333,5.875857423848113e-05
92,5.582213640755721e-05
92.6666666666666,5.694527526926871e-05
93.3333333333333,5.763683859703125e-05
94,4.344339325129258e-05
94.6666666666666,6.805966231234514e-05
95.3333333333333,6.225356188562726e-05
96,5.861711527718069e-05
96.6666666666666,5.390348895433532e-05
97.3333333333333,5.169582858622216e-05
98,4.353580524579749e-05
98.6666666666666,4.923519459459722e-05
99.3333333333333,4.907126154909103e-05
100,4.99878001844549e-05
100.666666666667,3.477361959872706e-05
101.333333333333,3.732115374897698e-05
102,5.439649772212623e-05
102.666666666667,6.041626146341854e-05
103.333333333333,5.829612288927976e-05
104,3.451845441236268e-05
104.666666666667,6.011655559093601e-05
105.333333333333,3.924288986299189e-05
106,7.638950288477231e-05
106.666666666667,3.536350602899698e-05
107.333333333333,3.002630948347466e-05
108,3.448657080498494e-05
