x,i,t,s
-2.6973947895791586,0.003875783676833441,0.001226512554766432,6.033268015780775e-44
-2.6773547094188377,0.004058600550893827,0.0012843659363899484,1.6433021744952204e-43
-2.657314629258517,0.004250040715681436,0.001344948204532156,4.475919235872454e-43
-2.6372745490981964,0.004450510923271793,0.001408388078154216,1.2191216756715268e-42
-2.617234468937876,0.004660437111832589,0.0014748203477084711,3.3205640713542206e-42
-2.597194388777555,0.004880265310612893,0.0015443861615577518,9.044335747615438e-42
-2.5771543086172346,0.005110462587618852,0.0016172333258848283,2.46343715579118e-41
-2.557114228456914,0.005351518041991933,0.001693516618740689,6.709749383344825e-41
-2.5370741482965933,0.005603943843195052,0.0017733981189024435,1.827557755287556e-40
-2.5170340681362724,0.005868276319217014,0.0018570475502420606,4.977782563984096e-40
-2.496993987975952,0.006145077096106059,0.0019446426423381205,1.3558159342769802e-39
-2.4769539078156315,0.006434934291254738,0.002036369508097338,3.692882973514428e-39
-2.4569138276553106,0.006738463762969791,0.002132423039187698,1.0058433679159705e-38
-2.4368737474949898,0.00705631041898384,0.0022330073201239386,2.739650533300577e-38
-2.4168336673346693,0.0073891495866877915,0.0023383360618849792,7.462081357821272e-38
-2.396793587174349,0.007737688447996552,0.002448633055984927,2.0324730294582933e-37
-2.376753507014028,0.008102667541894733,0.002564132649961728,5.535917416855339e-37
-2.3567134268537075,0.008484862337856449,0.0026850802452942336,1.507837063619461e-36
-2.336673346693387,0.008885084883482833,0.0028117328188060025,4.106948206095325e-36
-2.3166332665330662,0.009304185529854833,0.0029443594686624987,1.1186237541516226e-35
-2.2965931863727453,0.009743054738271575,0.0030832419861230673,3.0468343903026614e-35
-2.276553106212425,0.01020262497220799,0.003228675454261078,8.298768703486978e-35
-2.2565130260521045,0.01068387267851773,0.003380968874926242,2.2603644692067984e-34
-2.2364729458917836,0.011187820362084414,0.003540445825279266,6.1566332503108186e-34
-2.2164328657314627,0.01171553875833307,0.00370744514529461,1.6769035921067187e-33
-2.1963927855711423,0.012268149108217524,0.0038823216576924363,4.5674405846383856e-33
-2.176352705410822,0.012846825540515848,0.004065446921828897,1.2440496634629376e-32
-2.156312625250501,0.01345279756649726,0.0042572100231468915,3.388461297925834e-32
-2.1362725450901805,0.014087352692257827,0.0044580183998636355,9.229269782992976e-32
-2.11623246492986,0.014751839154280327,0.004668298708653255,2.513808281635283e-31
-2.096192384769539,0.015447668784026463,0.004888497731162521,6.846946969155597e-31
-2.0761523046092183,0.016176320007647717,0.005119083323285334,1.8649267384835015e-30
-2.056112224448898,0.01693934098719152,0.005360545409214206,5.079565762051658e-30
